대표식품 코드,대표 식품명,관련현대병증,처방 (현대어)
100373,고추잎장아찌,궤양성 대장염;감염성 만성장관(感染性慢性腸管) Ameba症 만성 세균성이질(細菌性痢疾),매실
100373,고추잎장아찌,감기초기,파
100373,고추잎장아찌,감기;두통,파
100373,고추잎장아찌,이질,생강
100373,고추잎장아찌,변비;소변량 감소;배뇨곤란,매실
100373,고추잎장아찌,병원성 미생물,마늘
100373,고추잎장아찌,혈뇨,강밀탕
100373,고추잎장아찌,후각 상실증,양폐산
100373,고추잎장아찌,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),생강
100373,고추잎장아찌,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),생강
100373,고추잎장아찌,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100373,고추잎장아찌,이질,파
100373,고추잎장아찌,이질,파
100373,고추잎장아찌,이질,생강
100373,고추잎장아찌,발열,파
100373,고추잎장아찌,발열,파
100373,고추잎장아찌,두통,파
100373,고추잎장아찌,항문출혈,후박전
100373,고추잎장아찌,토혈,오신탕
100373,고추잎장아찌,토혈;비출혈,아이오줌
100373,고추잎장아찌,토혈;비출혈;각혈,아이오줌
100373,고추잎장아찌,기침,소자전
100373,고추잎장아찌,자궁 출혈,후박전
100373,고추잎장아찌,이질,무
100373,고추잎장아찌,궤양성 대장염;감염성 만성장관(感染性慢性腸管) Ameba症 만성 세균성이질(細菌性痢疾),매실
100373,고추잎장아찌,감기초기,파
100373,고추잎장아찌,감기;두통,파
100373,고추잎장아찌,이질,생강
100373,고추잎장아찌,변비;소변량 감소;배뇨곤란,매실
100373,고추잎장아찌,병원성 미생물,마늘
100373,고추잎장아찌,혈뇨,강밀탕
100373,고추잎장아찌,후각 상실증,양폐산
100373,고추잎장아찌,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),생강
100373,고추잎장아찌,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),생강
100373,고추잎장아찌,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100373,고추잎장아찌,이질,파
100373,고추잎장아찌,이질,파
100373,고추잎장아찌,이질,생강
100373,고추잎장아찌,발열,파
100373,고추잎장아찌,발열,파
100373,고추잎장아찌,두통,파
100373,고추잎장아찌,항문출혈,후박전
100375,고추장,자궁 출혈,후박전
100375,고추장,궤양성 대장염;감염성 만성장관(感染性慢性腸管) Ameba症 만성 세균성이질(細菌性痢疾),매실
100375,고추장,감기초기,파
100375,고추장,이질,생강
100375,고추장,변비;소변량 감소;배뇨곤란,매실
100375,고추장,토혈,연심산
100375,고추장,혈뇨,강밀탕
100375,고추장,후각 상실증,양폐산
100375,고추장,빈호흡,도라지
100375,고추장,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),생강
100375,고추장,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),생강
100375,고추장,이질,생강
100375,고추장,발열,파
100375,고추장,발열,파
100375,고추장,두통,파
100375,고추장,항문출혈,후박전
100375,고추장,농혈적 이질,꿀
100375,고추장,이질,무
100375,고추장,이질,달걀
100375,고추장,이질,달걀
100375,고추장,이질,달걀
100375,고추장,이질,꿀
100375,고추장,설사,개간
100375,고추장,변비;소변량 감소;배뇨곤란,쇠비름
100375,고추장,토혈,연심산
100375,고추장,토혈;비출혈,우즙산
100375,고추장,몽정,오미자고
100375,고추장,토혈,오신탕
100375,고추장,혈뇨,강밀탕
100375,고추장,이질,달걀
100375,고추장,이질,달걀
100375,고추장,이질,달걀
100375,고추장,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),쇠비름
100375,고추장,유정,오미자고
100375,고추장,설사,개간
100375,고추장,설사,질경이
100375,고추장,만성 위염;궤양질환,콩
100375,고추장,복통,개간
100375,고추장,이질,파
100375,고추장,이질,팥
100375,고추장,이질,파
100375,고추장,이질,산부추
100375,고추장,식욕부진,비전삼선고
100375,고추장,만성 위염;궤양질환,콩
100375,고추장,비만;과체중,다시마
100375,고추장,만성 위염;궤양질환,콩
100375,고추장,만성 위염;궤양질환,콩
100375,고추장,비만;과체중,다시마
100375,고추장,만성 위염;궤양질환,콩
100375,고추장,자궁 출혈,후박전
100375,고추장,궤양성 대장염;감염성 만성장관(感染性慢性腸管) Ameba症 만성 세균성이질(細菌性痢疾),매실
100375,고추장,감기초기,파
100375,고추장,이질,생강
100375,고추장,변비;소변량 감소;배뇨곤란,매실
100375,고추장,토혈,연심산
100375,고추장,혈뇨,강밀탕
100375,고추장,후각 상실증,양폐산
100375,고추장,만성 위염;궤양질환,콩
100375,고추장,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),생강
100375,고추장,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),생강
100375,고추장,이질,생강
100375,고추장,발열,파
100375,고추장,발열,파
100375,고추장,식욕촉진,구선왕도고
100375,고추장,두통,파
100375,고추장,항문출혈,후박전
100375,고추장,감기초기,파
100375,고추장,만성 위염;궤양질환,콩
100375,고추장,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100375,고추장,발열,파
100375,고추장,발열,파
100375,고추장,두통,파
100375,고추장,만성 위염;궤양질환,콩
100375,고추장,농혈적 이질,꿀
100375,고추장,자궁 출혈,후박전
100375,고추장,이질,무
100375,고추장,이질,달걀
100375,고추장,이질,달걀
100375,고추장,이질,달걀
100375,고추장,이질,꿀
100375,고추장,궤양성 대장염;감염성 만성장관(感染性慢性腸管) Ameba症 만성 세균성이질(細菌性痢疾),매실
100375,고추장,감기초기,파
100375,고추장,감기;두통,파
100375,고추장,이질,생강
100375,고추장,변비;소변량 감소;배뇨곤란,매실
100375,고추장,토혈;비출혈,우즙산
100375,고추장,몽정,오미자고
100375,고추장,토혈,오신탕
100375,고추장,혈뇨,강밀탕
100375,고추장,이질,달걀
100375,고추장,이질,달걀
100375,고추장,이질,달걀
100375,고추장,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),쇠비름
100375,고추장,유정,오미자고
100375,고추장,설사,질경이
100375,고추장,후각 상실증,양폐산
100375,고추장,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),생강
100375,고추장,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),생강
100375,고추장,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100375,고추장,이질,파
100375,고추장,이질,팥
100375,고추장,이질,파
100375,고추장,이질,생강
100375,고추장,발열,파
100375,고추장,발열,파
100375,고추장,두통,파
100375,고추장,식욕부진,비전삼선고
100375,고추장,항문출혈,후박전
100375,고추장,토혈,연심산
100375,고추장,식욕촉진,구선왕도고
100375,고추장,농혈적 이질,꿀
100375,고추장,자궁 출혈,후박전
100375,고추장,이질,무
100375,고추장,이질,달걀
100375,고추장,이질,달걀
100375,고추장,이질,달걀
100375,고추장,이질,꿀
100375,고추장,궤양성 대장염;감염성 만성장관(感染性慢性腸管) Ameba症 만성 세균성이질(細菌性痢疾),매실
100375,고추장,감기초기,파
100375,고추장,감기;두통,파
100375,고추장,이질,생강
100375,고추장,변비;소변량 감소;배뇨곤란,매실
100375,고추장,토혈;비출혈,우즙산
100375,고추장,몽정,오미자고
100375,고추장,토혈,오신탕
100375,고추장,혈뇨,강밀탕
100375,고추장,이질,달걀
100375,고추장,이질,달걀
100375,고추장,이질,달걀
100375,고추장,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),쇠비름
100375,고추장,유정,오미자고
100375,고추장,설사,질경이
100375,고추장,후각 상실증,양폐산
100375,고추장,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),생강
100375,고추장,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),생강
100375,고추장,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100375,고추장,이질,파
100375,고추장,이질,팥
100375,고추장,이질,파
100375,고추장,이질,생강
100375,고추장,발열,파
100375,고추장,발열,파
100375,고추장,두통,파
100375,고추장,식욕부진,비전삼선고
100375,고추장,항문출혈,후박전
100375,고추장,감기초기,파
100375,고추장,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100375,고추장,발열,파
100375,고추장,발열,파
100375,고추장,두통,파
100375,고추장,농혈적 이질,꿀
100375,고추장,이질,무
100375,고추장,이질,달걀
100375,고추장,이질,달걀
100375,고추장,이질,달걀
100375,고추장,이질,꿀
100375,고추장,토혈;비출혈,우즙산
100375,고추장,몽정,오미자고
100375,고추장,토혈,오신탕
100375,고추장,혈뇨,강밀탕
100375,고추장,이질,달걀
100375,고추장,이질,달걀
100375,고추장,이질,달걀
100375,고추장,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),쇠비름
100375,고추장,전신쇠약;식욕부진;영양실조;저체중,돼지간
100375,고추장,유정,오미자고
100375,고추장,설사,질경이
100375,고추장,색땀증,율초즙방
100375,고추장,이질,팥
100375,고추장,식욕부진,비전삼선고
100375,고추장,토혈,연심산
100375,고추장,토혈,연심산
100375,고추장,변비,삼인죽
100375,고추장,노화방지,연꽃씨죽
100375,고추장,만성 위염;궤양질환,콩
100375,고추장,비만;과체중,다시마
100375,고추장,만성 위염;궤양질환,콩
100375,고추장,만성 위염;궤양질환,콩
100375,고추장,병원성 미생물,마늘
100375,고추장,토혈,연심산
100375,고추장,변비,삼인죽
100375,고추장,만성 위염;궤양질환,콩
100375,고추장,노화방지,연꽃씨죽
100375,고추장,토혈,연심산
100375,고추장,만성 위염;궤양질환,콩
100375,고추장,설사,개간
100375,고추장,변비;소변량 감소;배뇨곤란,쇠비름
100375,고추장,토혈,연심산
100375,고추장,설사,개간
100375,고추장,만성 위염;궤양질환,콩
100375,고추장,복통,개간
100375,고추장,이질,파
100375,고추장,이질,파
100375,고추장,이질,산부추
100375,고추장,식욕부진,비전삼선고
100375,고추장,병원성 미생물,마늘
100378,고추장구이,기생충,참기름
100378,고추장구이,감기초기,파
100378,고추장구이,감기;두통,파
100378,고추장구이,병원성 미생물,마늘
100378,고추장구이,기생충,참기름
100378,고추장구이,농양,참기름
100378,고추장구이,농양,참기름
100378,고추장구이,등쪽 종기증,참기름
100378,고추장구이,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100378,고추장구이,이질,파
100378,고추장구이,이질,파
100378,고추장구이,발열,파
100378,고추장구이,발열,파
100378,고추장구이,두통,파
100380,고추장메주,감기초기,파
100380,고추장메주,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100380,고추장메주,발열,파
100380,고추장메주,발열,파
100380,고추장메주,두통,파
100380,고추장메주,변비,삼인죽
100380,고추장메주,노화방지,연꽃씨죽
100382,고추장볶음,기생충,참기름
100382,고추장볶음,편마비;폐결핵;장내기생충질환;간질,도창법
100382,고추장볶음,병원성 미생물,마늘
100382,고추장볶음,기생충,참기름
100382,고추장볶음,농양,참기름
100382,고추장볶음,농양,참기름
100382,고추장볶음,등쪽 종기증,참기름
100382,고추장볶음,전신쇠약;영양실조;저체중,잣
100382,고추장볶음,기생충,참기름
100382,고추장볶음,기생충,참기름
100382,고추장볶음,농양,참기름
100382,고추장볶음,농양,참기름
100382,고추장볶음,등쪽 종기증,참기름
100382,고추장볶음,전신쇠약;영양실조;저체중,잣
100382,고추장볶음,식욕부진,비전삼선고
100383,고추장아찌,자궁 출혈,후박전
100383,고추장아찌,궤양성 대장염;감염성 만성장관(感染性慢性腸管) Ameba症 만성 세균성이질(細菌性痢疾),매실
100383,고추장아찌,감기초기,파
100383,고추장아찌,이질,생강
100383,고추장아찌,변비;소변량 감소;배뇨곤란,매실
100383,고추장아찌,병원성 미생물,마늘
100383,고추장아찌,혈뇨,강밀탕
100383,고추장아찌,후각 상실증,양폐산
100383,고추장아찌,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),생강
100383,고추장아찌,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),생강
100383,고추장아찌,이질,생강
100383,고추장아찌,발열,파
100383,고추장아찌,발열,파
100383,고추장아찌,두통,파
100383,고추장아찌,항문출혈,후박전
100383,고추장아찌,감기초기,파
100383,고추장아찌,감기;두통,파
100383,고추장아찌,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100383,고추장아찌,이질,파
100383,고추장아찌,이질,파
100383,고추장아찌,발열,파
100383,고추장아찌,발열,파
100383,고추장아찌,두통,파
100384,고추장찌개,기생충,참기름
100384,고추장찌개,편마비;폐결핵;장내기생충질환;간질,도창법
100384,고추장찌개,감기초기,파
100384,고추장찌개,감기;두통,파
100384,고추장찌개,기생충,참기름
100384,고추장찌개,농양,참기름
100384,고추장찌개,농양,참기름
100384,고추장찌개,등쪽 종기증,참기름
100384,고추장찌개,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100384,고추장찌개,이질,파
100384,고추장찌개,이질,파
100384,고추장찌개,발열,파
100384,고추장찌개,발열,파
100384,고추장찌개,두통,파
100384,고추장찌개,감기초기,파
100384,고추장찌개,감기;두통,파
100384,고추장찌개,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100384,고추장찌개,이질,파
100384,고추장찌개,이질,파
100384,고추장찌개,발열,파
100384,고추장찌개,발열,파
100384,고추장찌개,두통,파
100384,고추장찌개,감기초기,파
100384,고추장찌개,감기;두통,파
100384,고추장찌개,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100384,고추장찌개,이질,파
100384,고추장찌개,이질,파
100384,고추장찌개,발열,파
100384,고추장찌개,발열,파
100384,고추장찌개,두통,파
100384,고추장찌개,자궁 출혈,후박전
100384,고추장찌개,궤양성 대장염;감염성 만성장관(感染性慢性腸管) Ameba症 만성 세균성이질(細菌性痢疾),매실
100384,고추장찌개,감기초기,파
100384,고추장찌개,감기;두통,파
100384,고추장찌개,이질,생강
100384,고추장찌개,변비;소변량 감소;배뇨곤란,매실
100384,고추장찌개,혈뇨,강밀탕
100384,고추장찌개,후각 상실증,양폐산
100384,고추장찌개,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),생강
100384,고추장찌개,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),생강
100384,고추장찌개,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100384,고추장찌개,이질,파
100384,고추장찌개,이질,파
100384,고추장찌개,이질,생강
100384,고추장찌개,발열,파
100384,고추장찌개,발열,파
100384,고추장찌개,두통,파
100384,고추장찌개,항문출혈,후박전
100384,고추장찌개,자궁 출혈,후박전
100384,고추장찌개,궤양성 대장염;감염성 만성장관(感染性慢性腸管) Ameba症 만성 세균성이질(細菌性痢疾),매실
100384,고추장찌개,감기초기,파
100384,고추장찌개,감기;두통,파
100384,고추장찌개,이질,생강
100384,고추장찌개,변비;소변량 감소;배뇨곤란,매실
100384,고추장찌개,혈뇨,강밀탕
100384,고추장찌개,후각 상실증,양폐산
100384,고추장찌개,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),생강
100384,고추장찌개,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),생강
100384,고추장찌개,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100384,고추장찌개,이질,파
100384,고추장찌개,이질,파
100384,고추장찌개,이질,생강
100384,고추장찌개,발열,파
100384,고추장찌개,발열,파
100384,고추장찌개,두통,파
100384,고추장찌개,항문출혈,후박전
100386,고추전,기생충,참기름
100386,고추전,이질,달걀
100386,고추전,이질,달걀
100386,고추전,이질,달걀
100386,고추전,인두염,달걀
100386,고추전,이질,달걀
100386,고추전,이질,달걀
100386,고추전,이질,달걀
100386,고추전,기생충,참기름
100386,고추전,구역,산부추죽
100386,고추전,농양,참기름
100386,고추전,농양,참기름
100386,고추전,등쪽 종기증,참기름
100386,고추전,인두염,달걀
100386,고추전,식욕부진,비전삼선고
100392,곤약,자궁 출혈,후박전
100392,곤약,이질,우유탕
100392,곤약,궤양성 대장염;감염성 만성장관(感染性慢性腸管) Ameba症 만성 세균성이질(細菌性痢疾),매실
100392,곤약,감기초기,파
100392,곤약,이질,생강
100392,곤약,변비;소변량 감소;배뇨곤란,매실
